order_id,customer_id,order_date,total_amount
1882,22,28/8/2022,5742.66
1883,742,10/6/2022,2154.32
1884,466,9/8/2022,1958.55
1885,302,8/1/2021,6463.19
1886,54,9/8/2021,5367.89
1887,294,28/4/2021,6121.08
1888,94,18/4/2022,9024.55
1889,791,4/6/2021,13822.66
1890,276,24/1/2021,6314.26
1891,80,5/11/2022,8675.76
1892,506,9/5/2021,2678.84
1893,18,7/7/2022,4153.64
1894,174,28/10/2021,845.39
1895,672,1/10/2021,6716.38
1896,195,1/4/2022,3917.1
1897,670,24/11/2021,3844.13
1898,383,23/1/2022,3286.26
1899,655,29/3/2021,4327.82
1900,17,19/1/2021,4153.64
1901,880,17/8/2022,2658.17
1902,961,4/9/2021,883.51
1903,615,31/12/2022,6224.82
1904,827,5/6/2022,6743.82
1905,689,23/6/2021,5744.7
1906,664,27/9/2022,1491.38
1907,476,17/10/2021,6216.42
1908,306,22/8/2022,6010.73
1909,27,15/12/2022,5098.91
1910,480,16/12/2021,3284.36
1911,29,11/12/2022,6301.62
1912,236,23/8/2021,8114.66
1913,695,17/9/2022,2281.6
1914,745,6/9/2022,1663.9
1915,331,17/9/2022,5267.06
1916,826,11/1/2022,6217.67
1917,202,16/8/2021,3297.96
1918,671,12/9/2022,5092.18
1919,275,9/6/2022,1209.44
1920,250,4/3/2022,3496.82
1921,121,14/3/2022,642.8
1922,958,20/11/2021,6444.36
1923,471,13/10/2022,5285.04
1924,561,10/8/2021,5110.22
1925,734,8/4/2022,3470.69
1926,502,27/1/2021,2262.82
1927,562,20/1/2021,6216.42
1928,566,20/2/2021,642.8
1929,691,24/2/2022,4929.45
1930,302,10/12/2022,6314.26
1931,423,21/5/2021,7513.72
1932,987,9/3/2022,5703.73
1933,498,16/11/2022,9330.68
1934,546,7/12/2022,8078.79
1935,307,7/4/2022,7646.44
1936,229,13/10/2021,6217.67
1937,999,11/10/2022,2546.09
1938,973,3/11/2022,5196.68
1939,165,2/6/2022,1832.92
1940,687,28/10/2022,1281.37
1941,824,23/1/2022,4544.42
1942,349,25/9/2021,6726.38
1943,127,30/1/2022,2804.7
1944,104,27/9/2022,5352.52
1945,643,22/1/2022,2281.6
1946,291,1/8/2022,3205.54
1947,372,7/1/2021,10109
1948,290,10/3/2022,2562.74
1949,146,21/6/2022,1958.55
1950,410,18/4/2021,14089.55
1951,385,31/5/2022,8744.08
1952,33,25/9/2022,4929.45
1953,679,17/11/2022,7903.77
1954,818,15/10/2021,3157.13
1955,508,4/4/2021,5617.5
1956,338,21/5/2022,9997.24
1957,81,21/5/2022,3381.32
1958,858,16/7/2021,9381.57
1959,671,1/7/2022,5006.49
1960,164,30/12/2022,642.8
1961,776,19/9/2022,7682.77
1962,452,28/7/2021,6047.46
1963,415,18/8/2021,3446.25
1964,312,9/2/2021,321.4
1965,55,24/12/2021,1767.02
1966,116,25/4/2021,4847.79
1967,921,22/7/2022,5478.19
1968,120,17/4/2022,5731.42
1969,613,4/12/2022,5157.22
1970,339,24/3/2022,5357.68
1971,395,28/7/2022,6726.67
1972,857,20/1/2021,1248.32
1973,629,25/8/2022,4216.28
1974,299,8/6/2021,9814.08
1975,960,3/6/2021,2281.6
1976,239,5/9/2022,321.4
1977,55,11/3/2022,5621.29
1978,101,28/10/2022,6749.93
1979,200,4/11/2021,2180.23
1980,606,27/8/2021,6756.08
1981,898,18/12/2022,5844.05
1982,671,12/8/2022,7485.48
1983,404,28/12/2021,1648.98
1984,984,14/1/2022,2262.82
1985,763,23/4/2021,7751.73
1986,116,13/2/2021,7440.8
1987,11,4/10/2022,2569.46
1988,785,11/8/2022,9030.69
1989,669,2/12/2021,5667.72
1990,182,16/3/2022,2261.25
1991,18,29/9/2021,6179.92
1992,776,23/12/2021,5677.62
1993,644,17/7/2021,7917.19
1994,122,5/9/2021,831.95
1995,746,19/7/2022,5781.51
1996,608,22/12/2022,2982.76
1997,400,30/12/2022,6702.73
1998,26,16/4/2021,3999.22
1999,262,22/9/2021,2562.74
2000,98,15/7/2021,8992.2
2001,496,28/2/2021,3457.68
2002,184,17/5/2021,7425.74
2003,619,2/1/2021,831.95
2004,204,6/3/2021,4323.73
2005,211,2/1/2022,1140.8
2006,462,19/2/2021,2076.82
2007,996,1/5/2021,6066.96
2008,706,20/9/2022,2281.6
2009,963,4/2/2022,11475.53
2010,820,9/4/2021,8538.79
2011,975,14/6/2022,1587.49
2012,381,17/4/2022,3268.5
2013,906,8/5/2022,6911.37
2014,737,9/10/2021,5927.41
2015,836,16/10/2021,3402.05
2016,534,21/9/2021,5490.48
2017,926,1/2/2022,7286.88
2018,106,11/5/2022,3524.16
2019,103,23/6/2022,7979.3
2020,498,20/10/2022,4360.46
2021,472,24/11/2021,2076.82
2022,437,10/11/2021,1832.92
2023,724,3/2/2022,8842.05
2024,147,22/6/2021,6623.28
2025,246,20/3/2022,7388.36
2026,295,9/2/2022,5490.48
2027,490,2/12/2022,17877.28
2028,252,30/4/2021,5106.78
2029,938,18/2/2022,2336.77
2030,969,16/6/2021,7906.44
2031,446,17/6/2021,5664.3
2032,830,24/8/2022,7320.66
2033,564,15/12/2021,321.4
2034,527,11/1/2021,3930.58
2035,545,23/11/2021,5357.68
2036,354,21/11/2021,3051.75
2037,970,26/3/2021,5363.08
2038,307,19/6/2021,7505.26
2039,695,25/4/2022,3381.32
2040,99,14/8/2021,605.52
2041,617,6/3/2021,9880.18
2042,78,21/8/2022,5059.58
2043,766,22/2/2022,4726.32
2044,180,20/5/2022,2180.23
2045,707,17/11/2022,3381.32
2046,11,12/3/2022,2720.97
2047,862,8/10/2022,5092.18
2048,121,30/10/2021,6037.03
2049,903,18/1/2022,3579.24
2050,119,4/12/2021,1832.92
2051,326,25/7/2021,3297.96
2052,376,28/11/2022,7316.23
2053,587,14/1/2021,1663.9
2054,406,14/6/2022,5441.94
2055,659,12/2/2022,8676.14
2056,28,11/1/2021,845.39
2057,147,9/4/2022,10699.13
2058,311,24/10/2022,845.39
2059,719,8/5/2021,9948.44
2060,510,25/6/2021,2562.74
2061,419,19/8/2022,2012.06
2062,833,2/5/2021,5805.78
2063,816,22/7/2022,11266.32
2064,64,14/8/2022,6292.66
2065,34,16/11/2022,3157.13
2066,958,25/9/2021,4988.74
2067,51,15/11/2021,5425.75
2068,847,7/1/2022,3297.96
2069,131,19/12/2022,2842.06
2070,869,19/3/2022,8004.92
2071,46,24/2/2022,7851.33
2072,119,19/2/2022,5342.14
2073,287,13/11/2022,7252.74
2074,805,5/2/2021,3775.54
2075,224,13/8/2022,4048.62
2076,746,26/3/2022,1248.32
2077,884,5/5/2021,9419.04
2078,591,6/9/2022,1248.32
2079,915,6/3/2021,2982.76
2080,583,30/12/2022,10998.53
2081,50,25/10/2021,10799.62
2082,226,27/8/2021,3381.32
2083,302,12/7/2022,8169.32
2084,68,10/10/2021,2482.99
2085,382,2/4/2022,2180.23
2086,190,20/11/2021,2569.46
2087,95,14/11/2022,4878.57
2088,367,27/7/2022,8915.22
2089,319,22/1/2021,3060.54
2090,172,11/4/2021,2664.87
2091,991,27/4/2022,6189.54
2092,315,17/8/2022,4219.86
2093,884,2/4/2021,5363.08
2094,423,4/3/2021,605.52
2095,779,24/3/2021,5357.68
2096,57,23/5/2021,7345.22
2097,929,4/3/2022,7646.72
2098,638,19/3/2022,3060.54
2099,272,23/8/2022,4360.46
2100,768,20/4/2022,4153.64
2101,130,20/3/2022,9078.76
2102,451,25/11/2021,1663.9
2103,348,20/11/2021,6583.56
2104,217,1/7/2022,4525.64
2105,329,8/7/2021,5644.14
2106,691,17/11/2022,1690.66
2107,94,6/5/2021,2682.34
2108,106,16/3/2021,8973.82
2109,693,24/5/2022,7004.6
2110,245,17/2/2021,5709.07
2111,194,18/2/2022,3649.21
2112,252,15/7/2021,4150.38
2113,44,3/11/2021,2562.74
2114,37,15/2/2021,4755.66
2115,964,14/6/2022,4360.46
2116,760,10/3/2022,3664.73
2117,367,8/6/2021,2569.46
2118,818,3/3/2021,3847.47
2119,833,30/5/2021,13560.87
2120,624,21/10/2022,4341.91
2121,199,15/4/2021,10801.58
2122,63,12/9/2022,1140.8
2123,360,23/7/2022,7802.45
2124,269,18/7/2021,9107.2
2125,505,13/6/2022,1767.02
2126,418,31/3/2021,8223.43
2127,375,10/6/2021,2281.6
2128,992,12/5/2021,3787.56
2129,652,23/3/2021,7796.69
2130,620,6/11/2021,7402.82
2131,498,10/11/2021,2569.46
2132,974,14/6/2021,4360.46
2133,82,30/1/2022,6481.05
2134,339,1/5/2022,5374.78
2135,163,6/7/2021,831.95
2136,319,25/10/2022,9194.69
2137,109,9/11/2021,4094.17
2138,587,31/12/2021,883.51
2139,332,26/8/2021,605.52
2140,314,15/6/2021,4453.68
2141,498,4/9/2022,5337.36
2142,314,26/1/2022,1648.98
2143,199,25/8/2021,2134.18
2144,401,16/8/2022,3645.7
2145,141,6/2/2022,6617.02
2146,449,10/10/2022,6212.01
2147,657,30/9/2022,8889.07
2148,562,19/2/2021,4639.04
2149,666,24/6/2022,4525.64
2150,752,17/3/2021,831.95
2151,925,9/9/2021,5490.48
2152,118,2/9/2022,5688.02
2153,708,7/11/2021,8863.2
2154,53,6/7/2021,13309.96
2155,774,7/12/2021,9332.98
2156,449,5/7/2021,8169.32
2157,531,24/1/2022,11053.5
2158,340,6/2/2022,4666.05
2159,460,12/2/2022,5719.87
2160,172,28/9/2021,8190.37
2161,502,9/4/2022,4336.48
2162,133,20/10/2021,6069.67
2163,759,18/3/2021,3577.19
2164,335,28/5/2021,7840.81
2165,712,10/4/2021,8353.32
2166,904,5/4/2021,14993.54
2167,467,13/6/2022,3917.1
2168,282,3/8/2021,8502.48
2169,377,24/4/2022,4379.01
2170,313,27/6/2021,8188.34
2171,92,1/7/2022,8589
2172,56,25/8/2021,11979.39
2173,424,23/3/2022,5092.18
2174,283,10/6/2022,6656.76
2175,639,28/4/2021,605.52
2176,276,23/7/2022,831.95
2177,30,27/9/2021,4434.73
2178,580,2/11/2021,8211.45
2179,90,6/12/2021,6723.1
2180,495,9/7/2022,3710.26
2181,229,11/12/2021,4360.46
2182,774,9/11/2022,883.51
2183,629,11/11/2021,5490.48
2184,721,13/12/2022,2180.23
2185,581,14/2/2021,321.4
2186,28,11/5/2022,9048.26
2187,385,13/4/2021,6121.08
2188,359,25/4/2022,2262.82
2189,10,26/9/2022,8872.22
2190,327,9/4/2022,10089.68
2191,980,16/1/2021,605.52
2192,825,11/11/2022,8007.75
2193,766,27/5/2021,2281.6
2194,946,6/9/2021,4174.44
2195,574,29/11/2022,2096.1
2196,535,23/12/2022,8823.26
2197,974,7/1/2021,8679.28
2198,806,22/2/2021,831.95
2199,443,6/6/2022,4029.97
2200,331,31/12/2021,8749.16
2201,266,24/1/2022,9816.07
2202,882,20/6/2021,1140.8
2203,164,12/4/2022,11269.42
2204,990,7/10/2022,6126.56
2205,259,5/12/2021,2905.62
2206,168,21/12/2021,5339.87
2207,76,5/5/2022,4679.52
2208,453,21/5/2021,3297.96
2209,188,1/4/2022,8681.65
2210,539,16/9/2022,5490.48
2211,814,21/1/2022,2546.09
2212,36,3/3/2021,8070.74
2213,590,25/5/2021,4123.56
2214,743,26/2/2022,5704.65
2215,819,18/7/2021,2180.23
2216,780,23/4/2021,1812.78
2217,827,19/10/2022,302.76
2218,212,18/10/2022,12725.34
2219,951,9/12/2021,5126.54
2220,596,3/9/2022,3157.13
2221,389,17/11/2022,11064.09
2222,750,13/4/2022,3157.13
2223,679,19/11/2022,7483.33
2224,280,24/9/2021,1437.47
2225,135,25/5/2021,1690.66
2226,701,22/4/2021,1284.73
2227,205,12/12/2021,9720.97
2228,56,8/4/2022,5441.94
2229,435,21/6/2022,6303.82
2230,777,29/7/2022,7421
2231,124,6/12/2021,5607.88
2232,349,9/7/2022,7088.38
2233,980,27/2/2021,12098.84
2234,13,30/3/2022,3060.54
2235,711,18/11/2022,883.51
2236,765,6/10/2021,6966.47
2237,689,19/10/2022,4525.64
2238,394,5/9/2022,604.72
2239,283,27/6/2022,3151.61
2240,469,10/9/2021,321.4
2241,594,15/7/2021,4153.64
2242,336,14/7/2021,6232.98
2243,821,27/11/2022,3151.61
2244,235,3/3/2022,2720.97
2245,134,4/5/2022,4138.78
2246,955,17/1/2021,6171.48
2247,211,12/4/2021,4524.65
2248,324,24/4/2022,10133.52
2249,333,18/3/2022,2076.82
2250,861,26/2/2022,10659.53
2251,132,15/5/2022,6869.88
2252,823,11/9/2022,6211.93
2253,161,18/4/2022,3902.68
2254,563,19/3/2021,5092.18
2255,904,25/2/2022,5853.82
2256,249,12/9/2021,4988.74
2257,93,20/2/2022,4847.04
2258,61,22/4/2021,5490.48
2259,604,24/7/2021,4037.47
2260,237,20/5/2022,3381.32
2261,461,6/3/2022,4504.1
2262,61,19/1/2021,1140.8
2263,294,21/10/2022,8232.44
2264,563,1/3/2022,7888.1
2265,868,14/3/2022,7267.74
2266,350,2/1/2021,1832.92
2267,884,19/3/2021,1832.92
2268,74,19/7/2021,5941.46
2269,911,26/2/2022,9967.09
2270,974,25/2/2022,3060.54
2271,165,4/11/2021,1281.37
2272,736,2/5/2022,2180.23
2273,152,7/4/2022,1834.48
2274,411,9/10/2021,3954.68
2275,179,30/9/2022,2281.6
2276,931,14/11/2021,4427.7
2277,359,5/2/2022,7840.28
2278,920,1/1/2022,12847.75
2279,368,15/2/2021,7639.28
2280,940,12/4/2021,7181.26
2281,681,19/5/2022,2268.62
2282,882,29/5/2022,3228.75
2283,213,21/8/2021,4525.64
2284,819,22/1/2022,2261.25
2285,131,16/11/2021,4715.62
2286,393,17/5/2021,6439.71
2287,545,8/6/2022,9459.02
2288,191,10/12/2022,3472.26
2289,519,21/3/2021,7085.24
2290,561,7/3/2022,3829.21
2291,516,15/3/2022,1832.92
2292,421,26/1/2021,2281.6
2293,101,25/4/2021,1191.68
2294,574,14/7/2021,8739
2295,756,27/3/2022,4551.92
2296,201,19/9/2022,3304.16
2297,704,5/4/2021,7811.16
2298,42,14/5/2021,4745.28
2299,992,10/9/2021,2678.84
2300,993,24/4/2022,2678.84
2301,84,5/8/2021,5108.78
2302,175,15/11/2021,3024.6
2303,525,12/10/2022,4099.5
2304,746,8/3/2021,8808.63
2305,429,13/8/2022,9966.3
2306,742,9/8/2021,4558.02
2307,105,3/2/2022,8340.44
2308,896,1/12/2022,2720.97
2309,631,10/2/2022,3228.75
2310,476,23/7/2021,8391.08
2311,834,28/11/2021,6463.19
2312,678,10/10/2021,5452.56
2313,461,27/9/2021,2867.49
2314,126,25/1/2022,1443.56
2315,896,6/1/2021,2678.84
2316,927,30/5/2021,2262.82
2317,446,26/12/2021,3140.36
2318,336,2/2/2022,5357.68
2319,372,23/12/2022,5399.81
2320,807,8/1/2021,302.76
2321,143,25/8/2022,4153.64
2322,294,31/5/2022,5844.42
2323,208,21/7/2022,4942
2324,437,1/2/2022,6096
2325,100,10/9/2022,5092.18
2326,811,17/10/2022,4236.87
2327,450,6/3/2022,9535.93
2328,84,10/7/2021,302.76
2329,904,4/1/2021,7191.1
2330,796,26/10/2022,2569.46
2331,855,22/3/2022,7604.96
2332,447,14/7/2021,4313.11
2333,354,6/11/2021,3664.73
2334,933,9/9/2022,7927.69
2335,621,17/5/2022,1832.92
2336,605,12/5/2022,10642.9
2337,488,3/2/2021,3381.94
2338,829,9/4/2021,3710.89
2339,666,5/2/2021,13383.98
2340,56,16/1/2022,302.76
2341,593,19/7/2021,4360.46
2342,172,22/4/2022,11563.02
2343,118,6/8/2022,8679.28
2344,697,13/10/2021,7138.05
2345,536,20/5/2022,8398.3
2346,410,10/7/2022,7400.49
2347,152,27/12/2022,2076.82
2348,479,3/11/2021,1958.55
2349,841,7/12/2021,2985.82
2350,262,29/9/2022,4360.46
2351,878,15/11/2021,4313.11
2352,487,16/8/2022,6314.26
2353,891,31/12/2022,7214.18
2354,475,4/7/2021,6283.86
2355,226,31/7/2021,2268.62
2356,655,4/9/2021,6339.29
2357,738,19/7/2022,10481.54
2358,608,13/2/2022,8733.76
2359,289,6/12/2022,7636.79
2360,481,16/2/2021,5737.77
2361,10,10/11/2022,10020.37
2362,750,16/5/2022,4522.5
2363,619,10/6/2022,6314.26
2364,583,1/8/2021,6795.06
2365,623,27/9/2021,4999.03
2366,37,3/3/2022,1834.48
2367,598,10/9/2021,2494.17
2368,178,15/1/2021,2683.06
2369,936,9/1/2022,5399.81
2370,829,6/4/2022,5490.48
2371,484,10/2/2022,5256.51
2372,749,25/3/2021,3985.75
2373,817,11/8/2021,1140.8
2374,16,5/6/2022,2720.97
2375,921,31/7/2022,907.48
2376,719,13/8/2021,5642.57
2377,932,5/2/2022,2076.82
2378,564,8/8/2021,6314.26
2379,432,11/11/2022,10643.58
2380,868,5/11/2022,2678.84
2381,692,21/10/2022,321.4
2382,656,14/12/2022,2546.09
2383,548,17/9/2022,1663.9
2384,956,10/6/2022,7891.6
2385,359,1/10/2021,1166.79
2386,521,26/4/2022,4806.64
2387,321,17/1/2021,4824.58
2388,576,17/2/2021,5666.44
2389,708,14/2/2022,321.4
2390,30,22/9/2021,6915.46
2391,706,18/6/2022,3917.1
2392,868,19/4/2021,3665.84
2393,802,3/11/2022,1690.78
2394,872,26/3/2022,5241.93
2395,334,31/8/2022,4522.5
2396,259,20/5/2021,10848.16
2397,701,19/8/2022,8283.55
2398,376,2/12/2021,4153.64
2399,159,4/12/2022,2383.36
2400,188,8/3/2022,3827.46
2401,135,2/12/2021,2720.97
2402,991,28/9/2021,8803.42
2403,14,24/5/2021,5997.79
2404,932,15/2/2021,8866.32
2405,540,22/10/2022,2569.46
2406,247,1/4/2022,10932.42
2407,600,17/7/2021,2720.97
2408,725,4/1/2022,2262.82
2409,522,23/9/2022,845.39
2410,857,6/3/2022,11183.43
2411,159,31/10/2021,3381.32
2412,457,22/4/2022,10274.72
2413,780,28/1/2021,6698.31
2414,585,19/11/2022,831.95
2415,551,8/3/2022,1281.37
2416,875,17/12/2022,8994.86
2417,977,16/10/2021,9486.08
2418,464,10/8/2021,7274.86
2419,686,29/5/2022,2096.9
2420,518,13/7/2022,6479.58
2421,376,31/1/2021,8749.14
2422,604,11/7/2022,5350.79
2423,699,13/6/2022,4273.31
2424,387,20/7/2022,3761.85
2425,567,4/9/2021,4522.5
2426,295,28/3/2022,2490.81
2427,24,11/2/2022,1690.78
2428,972,24/4/2022,12906.4
2429,167,16/3/2022,5846.07
2430,427,31/3/2021,4360.46
2431,321,4/11/2021,9235.53
2432,449,23/5/2021,8113.92
2433,498,30/1/2021,1281.37
2434,253,2/11/2021,10354.38
2435,610,15/12/2021,4341.91
2436,961,30/7/2021,604.72
2437,125,1/10/2021,7657.76
2438,219,27/1/2021,2546.09
2439,628,19/9/2021,8814.78
2440,178,21/7/2021,2945.27
2441,584,1/9/2021,605.52
2442,481,8/6/2021,6287.33
2443,830,5/2/2021,6763.88
2444,374,28/12/2021,5187.6
2445,883,12/4/2021,2759.04
2446,773,15/6/2021,5194.2
2447,821,17/11/2022,6213.16
2448,371,12/11/2022,3821.85
2449,590,7/11/2021,12121.49
2450,669,4/11/2022,2569.46
2451,562,20/3/2021,10061.47
2452,837,20/1/2022,883.51
2453,510,23/5/2022,845.39
2454,928,2/3/2021,8664.42
2455,429,21/12/2021,5314.7
2456,772,23/9/2022,6241.19
2457,665,20/6/2022,2678.31
2458,842,3/3/2022,5624.39
2459,892,29/8/2021,1284.73
2460,365,1/4/2022,1958.55
2461,908,8/7/2022,6121.08
2462,991,31/10/2022,8985.92
2463,844,25/2/2021,302.76
2464,115,19/12/2021,3619.36
2465,639,28/11/2021,3381.32
2466,579,18/9/2022,8481.85
2467,727,19/6/2021,6699.92
2468,858,15/7/2022,8347.3
2469,518,16/9/2022,3381.32
2470,474,8/6/2021,4525.64
2471,129,27/8/2022,12656.12
2472,523,10/5/2021,3297.96
2473,632,31/3/2022,2982.76
2474,221,4/4/2021,8623.34
2475,52,24/8/2022,9083.48
2476,319,21/1/2022,8359.05
2477,251,15/6/2021,2076.82
2478,730,28/12/2022,8197.9
2479,161,16/3/2022,8924.04
2480,187,14/7/2021,1663.9
2481,406,2/7/2022,2037.07
2482,250,13/10/2022,3952.03
2483,437,24/5/2021,831.95
2484,622,23/5/2022,4815.68
2485,869,7/7/2022,6933.32
2486,525,1/1/2021,7418.01
2487,14,9/3/2021,5104.33
2488,53,13/4/2021,4749.05
2489,723,15/8/2022,9685.49
2490,923,17/3/2021,3910.23
2491,371,1/10/2021,2076.82
2492,328,1/2/2022,8925.16
2493,220,27/3/2022,2180.23
2494,725,15/8/2021,5408.48
2495,614,21/9/2022,2383.36
2496,281,12/7/2022,10568.94
2497,708,22/11/2022,1958.55
2498,204,15/9/2021,2678.84
2499,767,11/7/2021,7670.71
2500,396,11/5/2022,4060.84
2501,653,23/1/2022,1663.9
2502,368,18/12/2021,10520.67
2503,133,8/4/2022,3665.84
2504,113,18/7/2022,10467.9
2505,882,25/11/2022,9419.04
2506,263,29/5/2021,3378.04
2507,823,9/6/2021,3321.03
2508,385,10/9/2021,1140.8
2509,222,28/12/2022,3871.01
2510,21,28/5/2022,6248.49
2511,557,16/6/2021,2582.71
2512,596,18/4/2022,2982.76
2513,407,14/9/2022,4522.5
2514,695,14/5/2022,2262.82
2515,855,2/5/2021,3401.41
2516,160,2/4/2022,7121.38
2517,581,10/11/2021,831.95
2518,896,12/7/2022,6549.36
2519,759,22/10/2022,5441.94
2520,820,19/11/2021,1281.37
2521,729,28/5/2022,4570.96
2522,517,13/1/2022,321.4
2523,543,12/8/2022,6314.26
2524,487,4/1/2021,1140.8
2525,390,18/2/2022,3003.74
2526,311,29/9/2021,5867.42
2527,543,29/3/2022,7267.74
2528,208,30/12/2022,1281.37
2529,911,28/8/2022,10328.26
2530,869,4/9/2021,5703.22
2531,969,13/3/2022,1648.98
2532,85,20/2/2022,2546.09
2533,272,19/12/2022,6340.33
2534,933,4/5/2021,2076.82
2535,37,24/1/2021,604.72
2536,769,5/2/2022,8707.64
2537,32,11/6/2021,12956.67
2538,356,1/4/2022,2180.23
2539,822,9/10/2022,5357.68
2540,289,11/4/2022,1191.68
2541,248,19/5/2021,6726.38
2542,339,13/10/2021,3832.14
2543,75,13/11/2021,2569.46
2544,171,11/4/2021,1958.55
2545,40,10/6/2021,883.51
2546,929,9/10/2021,2262.82
2547,28,1/12/2021,2546.09
2548,397,11/2/2022,5904.28
2549,42,7/10/2022,5963.23
2550,796,7/1/2021,2678.84
2551,252,10/1/2022,4665.03
2552,230,30/6/2021,10193.14
2553,756,1/5/2022,2562.74
2554,52,16/10/2022,1134.71
2555,481,29/1/2021,13678.82
2556,496,23/6/2021,12429.41
2557,295,23/8/2021,1794.14
2558,909,16/8/2022,642.8
2559,518,6/6/2021,9865.08
2560,369,15/7/2022,2096.1
2561,148,13/8/2021,5354.45
2562,647,29/8/2021,12340.82
2563,227,17/8/2021,11957.05
2564,752,5/12/2021,6013.74
2565,447,6/6/2021,1512.2
2566,911,4/5/2022,3297.96
2567,169,3/5/2022,2069.78
2568,422,1/8/2022,9110.03
2569,232,13/12/2021,4438.19
2570,941,5/5/2021,6565.26
2571,7,14/7/2022,9248.74
2572,724,13/10/2022,1284.73
2573,409,20/8/2022,4522.5
2574,485,6/1/2021,2262.82
2575,454,2/6/2022,10220.78
2576,282,12/3/2021,2904.05
2577,469,21/6/2022,2884.14
2578,172,7/3/2021,5092.18
2579,67,25/5/2021,8895.14
2580,129,10/4/2021,6373.99
2581,454,9/12/2021,9980.1
2582,546,11/12/2022,5092.18
2583,643,15/6/2021,4522.5
2584,615,25/11/2022,4085.31
2585,412,2/5/2021,604.72
2586,824,1/5/2022,8188.34
2587,719,12/5/2022,4751.2
2588,660,19/11/2022,7967.99
2589,383,25/2/2021,4219.86
2590,285,31/12/2022,7402.45
2591,140,18/7/2022,3917.1
2592,380,4/10/2022,3592.8
2593,83,12/2/2021,5244.01
2594,15,12/6/2021,9980.1
2595,472,23/5/2021,4293.55
2596,515,19/8/2022,1284.73
2597,871,6/12/2021,8435.38
2598,901,7/8/2021,3767.6
2599,453,17/6/2021,2476.41
2600,447,7/8/2021,8792.38
2601,284,16/2/2021,3174.18
2602,908,22/6/2022,1209.44
2603,162,6/2/2022,10274.72
2604,296,27/1/2021,5045.22
2605,462,28/1/2022,12435.34
2606,803,7/3/2021,2281.6
2607,668,27/10/2021,2678.84
2608,740,4/7/2021,6499.44
2609,76,1/10/2021,5607.76
2610,895,13/1/2021,3917.1
2611,918,23/9/2021,3917.1
2612,631,24/10/2022,3917.1
2613,577,4/10/2021,6165.45
2614,607,13/6/2021,3258.4
2615,678,6/10/2022,2569.46
2616,212,16/4/2021,3917.1
2617,664,27/5/2021,1951.74
2618,773,8/1/2021,4153.64
2619,910,14/11/2022,8514.21
2620,993,26/10/2021,12952.33
2621,311,26/11/2021,1209.44
2622,382,6/8/2022,1690.66
2623,767,5/11/2022,6069.79
2624,790,23/5/2022,10607.24
2625,117,30/7/2022,3912.65
2626,280,1/3/2022,10481.54
2627,659,14/12/2021,3389.67
2628,36,30/4/2022,4999.03
2629,289,28/9/2022,7285.2
2630,413,28/5/2022,10632.31
2631,476,31/8/2022,8504.01
2632,253,12/12/2021,2261.25
2633,55,15/11/2022,4619.33
2634,577,12/3/2021,4644.61
2635,268,13/4/2022,5441.94
2636,726,26/6/2021,3917.1
2637,575,13/4/2021,3114.29
2638,9,4/5/2022,8845.16
2639,574,5/3/2021,6774.58
2640,510,22/6/2021,12578.86
2641,97,16/9/2021,3150.23
2642,158,21/2/2022,883.51
2643,790,15/12/2022,3239.92
2644,712,1/5/2021,3270.39
2645,72,28/8/2021,8557.98
2646,448,3/3/2022,1191.68
2647,267,11/10/2021,1491.38
2648,294,31/8/2022,6775.21
2649,429,13/4/2021,2982.76
2650,167,31/8/2022,6289.52
2651,750,10/6/2021,2438.44
2652,193,11/1/2022,9760.51
2653,745,23/11/2022,3778.9
2654,150,7/5/2021,1812.78
2655,492,13/6/2021,1958.55
2656,961,16/3/2021,4234
2657,181,19/1/2022,2867.49
2658,603,28/3/2022,8479.14
2659,526,19/7/2022,2281.6
2660,825,14/10/2022,2383.36
2661,754,16/11/2021,8583.34
2662,100,3/2/2021,1191.68
2663,237,11/8/2022,6314.26
2664,175,19/3/2022,5092.18
2665,122,19/8/2022,5490.48
2666,780,24/6/2021,8104.6
2667,714,7/10/2022,6479.84
2668,650,17/6/2021,3874.74
2669,687,13/5/2022,3577.19
2670,991,7/5/2021,12168.32
2671,529,25/7/2021,6898.88
2672,989,9/9/2022,6726.38
2673,867,26/3/2022,3446.25
2674,344,13/12/2022,3354.68
2675,205,4/5/2022,321.4
2676,659,24/6/2022,2383.36
2677,275,20/6/2021,5945.79
2678,212,3/4/2021,4697.37
2679,373,12/11/2021,7971.38
2680,734,26/4/2021,7679.75
2681,478,9/8/2021,7006.66
2682,746,23/5/2021,4153.64
2683,886,1/11/2022,8518.68
2684,186,3/11/2021,2281.6
2685,632,25/2/2022,3048.39
2686,76,3/6/2022,8661.28
2687,639,5/7/2022,2612.41
2688,524,8/10/2021,4660.1
2689,91,23/9/2021,5357.68
2690,508,20/2/2021,3401.41
2691,777,1/9/2021,4153.64
2692,619,26/5/2022,8854.5
2693,795,2/12/2021,6121.08
2694,337,22/9/2022,6319.01
2695,337,8/9/2021,4533.75
2696,288,28/3/2021,4593.09
2697,613,16/2/2022,1491.38
2698,196,24/3/2022,3297.96
2699,115,9/12/2021,6909
2700,84,15/7/2021,6536.6
2701,797,4/12/2022,4303.07
2702,608,30/4/2021,10134.77
2703,937,15/12/2021,8169.32
2704,402,8/11/2022,604.72
2705,145,3/11/2021,6620.23
2706,5,17/6/2022,604.72
2707,979,29/10/2021,1767.02
